sku_id,category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity
1326,Munchies,Daawat Rozana Gold Basmati Rice,90,1,0,89,1000,TRUE,1
1327,Munchies,Top Ramen Masala,91,9,0,82,560,TRUE,560
1328,Munchies,Everest Turmeric Powder,67,10,0,60,200,TRUE,200
1329,Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),125,9,0,113,500,TRUE,500
1330,Munchies,Keya Italian Pizza Oregano,109,11,0,97,80,TRUE,80
1331,Munchies,Chef's Basket Durum Wheat Penne Pasta,160,50,0,80,500,TRUE,500
1332,Munchies,Tata Sampann Kala Chana,125,0,0,125,1000,TRUE,1
1333,Munchies,India Gate Basmati Rice,210,0,0,210,1000,TRUE,1
1334,Munchies,24 Mantra Organic Whole Wheat Atta,64,7,0,59,1000,TRUE,1
1335,Munchies,Zorabian Chicken Kheema Parathas,190,0,0,190,300,TRUE,300
1336,Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,28,17,0,23,65,TRUE,65
1337,Munchies,Sugarlite 50% Less Calories Sugar Pouch,99,40,0,59,500,TRUE,500
1338,Munchies,Popular Essentials Sabja/Basil Seeds,60,15,0,51,100,TRUE,100
1339,Munchies,Patanjali Pure Honey,95,0,0,95,250,TRUE,250
1340,Munchies,Weikfield Falooda Mix - Mango,49,2,0,48,200,TRUE,200
1341,Munchies,Pro Nature Organic Sonamasoori Brown Rice,102,7,0,94,1000,TRUE,1
1342,Munchies,Maggi Special Masala Spicy Yummy Noodles,72,0,0,72,280,TRUE,280
1343,Munchies,Godrej Yummiez Chicken Breakfast Salami,150,4,0,143,250,TRUE,250
1344,Munchies,Everest Saffron Kesar,120,0,0,120,1,TRUE,0
1345,"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,25,0,4,25,500,FALSE,500
1346,"Dairy, Bread & Batter",Mother Dairy Classic Curd,30,3,6,29,400,FALSE,400
1347,"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,31,0,4,31,500,FALSE,500
1348,"Dairy, Bread & Batter",Amul Butter - Pasteurised,50,2,6,49,100,FALSE,100
1349,"Dairy, Bread & Batter",Britannia Sandwich White Bread,33,0,4,33,350,FALSE,350
1350,"Dairy, Bread & Batter",iD Curd Pouch,35,2,6,34,400,FALSE,400
1351,"Dairy, Bread & Batter",iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
1352,"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,45,0,4,45,450,FALSE,450
1353,"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,40,0,4,40,450,FALSE,450
1354,"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,89,8,6,81,200,FALSE,200
1355,"Dairy, Bread & Batter",Amul Processed Cheese Cubes,106,4,6,101,200,FALSE,200
1356,"Dairy, Bread & Batter",Britannia Pav,22,0,4,22,250,FALSE,250
1357,"Dairy, Bread & Batter",Amul Butter - Pasteurised,245,2,6,240,500,FALSE,500
1358,"Dairy, Bread & Batter",Arden Eggs White,97,0,4,97,696,FALSE,12
1359,"Dairy, Bread & Batter",Arden Eggs White,65,15,4,55,348,FALSE,6
1360,"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,35,2,6,34,200,FALSE,200
1361,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,15,0,4,15,100,FALSE,100
1362,"Dairy, Bread & Batter",Amul Frozen Malai Paneer,75,2,6,73,200,FALSE,200
1363,"Dairy, Bread & Batter",iD Natural Paneer,105,5,6,99,200,FALSE,200
1364,"Dairy, Bread & Batter",Britannia Fruit Bun,17,0,3,17,100,FALSE,100
1365,"Dairy, Bread & Batter",Amul Cheese - Processed Slices,122,1,6,120,200,FALSE,200
1366,"Dairy, Bread & Batter",iD Curd Cup,60,0,6,60,400,FALSE,400
1367,"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,30,0,1,30,400,FALSE,400
1368,"Dairy, Bread & Batter",Britannia Multigrain Bread ,55,0,4,55,400,FALSE,400
1369,"Dairy, Bread & Batter",Amul Processed Cheese Block,106,0,6,106,200,FALSE,200
1370,"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,70,2,6,68,400,FALSE,400
1371,"Dairy, Bread & Batter",Arden Eggs Brown,85,7,4,79,348,FALSE,6
1372,"Dairy, Bread & Batter",Epigamia Misti Doi,30,0,6,30,85,FALSE,85
1373,"Dairy, Bread & Batter",Amul Cheese - Block,245,2,6,240,500,FALSE,500
1374,"Dairy, Bread & Batter",Amul Butter - Pasteurised (School Pack),59,3,6,57,100,FALSE,100
1375,"Dairy, Bread & Batter",Britannia Brown Bread ,42,0,4,42,400,FALSE,400
1376,"Dairy, Bread & Batter",Amul Fresh Cream,197,3,3,191,1000,FALSE,1
1377,"Dairy, Bread & Batter",Epigamia Natural Greek Yogurt,45,0,6,45,90,FALSE,90
1378,"Dairy, Bread & Batter",The Bake Shop Pizza Base,30,0,1,30,150,FALSE,150
1379,"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100
1380,"Dairy, Bread & Batter",D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
1381,"Dairy, Bread & Batter",Nestle A+ Actiplus Probiotic Dahi Plain Curd,78,3,5,75,400,FALSE,400
1382,"Dairy, Bread & Batter",Bio Nutrients Pure Diet Tofu Gold ,60,5,5,57,200,FALSE,200
1383,"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500
1384,"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
1385,"Dairy, Bread & Batter",Arden Desi Eggs,110,13,4,95,348,FALSE,6
1386,"Dairy, Bread & Batter",Amul Cheese - Pepper,85,3,6,82,200,FALSE,200
1387,"Dairy, Bread & Batter",Amul Cheese Spread Creamy,85,5,6,80,180,FALSE,180
1388,"Dairy, Bread & Batter",The Bake Shop Foot Long,40,0,1,40,200,FALSE,200
1389,"Dairy, Bread & Batter",Amul Cheese Slices,360,0,1,359,750,FALSE,750
1390,"Dairy, Bread & Batter",Suguna Sharp Egg ,72,13,3,62,348,FALSE,6
1391,"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,75,4,1,72,200,FALSE,200
1392,"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
1393,"Dairy, Bread & Batter",Amul Pizza Cheese Processed,109,4,6,104,200,FALSE,200
1394,"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500
1395,"Dairy, Bread & Batter",Amul Lite Spread,40,2,5,39,100,FALSE,100
1396,"Dairy, Bread & Batter",Go Cheese Slice - Plain,140,5,6,133,200,FALSE,200
1397,"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165
1398,"Dairy, Bread & Batter",RRO Sour Cream,275,50,4,137,200,FALSE,200
1399,"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,100,5,4,95,100,FALSE,100
1400,"Dairy, Bread & Batter",Suguna Active - DHA,72,13,4,62,348,FALSE,6
1401,"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,100,5,6,95,160,FALSE,160
1402,"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,200,0,1,200,400,FALSE,400
1403,"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,245,2,6,238,500,FALSE,500
1404,"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325
1405,"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,155,0,2,155,200,FALSE,200
1406,"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,300,33,4,199,1000,FALSE,1
1407,"Dairy, Bread & Batter",Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
1408,"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,70,0,4,70,200,FALSE,200
1409,"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,75,0,5,75,200,FALSE,200
1410,"Dairy, Bread & Batter",D'lecta Cream Cheese,169,4,4,161,150,FALSE,150
1411,"Dairy, Bread & Batter",Dlecta Natural Cheddar Slices,199,5,6,189,200,FALSE,200
1412,"Dairy, Bread & Batter",Suguna Heart- Omega3,72,13,4,62,348,FALSE,6
1413,"Dairy, Bread & Batter",Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
1414,"Dairy, Bread & Batter",Go Pizza Cheese,140,5,6,133,200,FALSE,200
1415,"Dairy, Bread & Batter",RRO Cheddar Block Cheese,295,50,6,147,200,FALSE,200
1416,"Dairy, Bread & Batter",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,215,9,6,194,325,FALSE,325
1417,"Dairy, Bread & Batter",Suguna Fit Egg,120,43,4,68,348,FALSE,6
1418,"Dairy, Bread & Batter",Pantai Coconut Cream,150,4,4,143,400,FALSE,400
1419,"Dairy, Bread & Batter",RRO Fresh Ricotta,275,50,6,137,200,FALSE,200
1420,"Dairy, Bread & Batter",Dlecta Cheese Cubes 2,145,5,6,137,200,FALSE,200
1421,"Dairy, Bread & Batter",RRO Mozzarella Pizza Cheese,275,50,6,137,200,FALSE,200
1422,"Dairy, Bread & Batter",The Laughing Cow Cheese Cubes,150,0,4,150,200,FALSE,200
1423,"Dairy, Bread & Batter",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
1424,"Dairy, Bread & Batter",RRO Burrata Cheese,250,50,4,125,200,FALSE,200
1425,"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235,20,5,188,325,FALSE,325
1426,"Dairy, Bread & Batter",Go Cheese Processed Squares,125,5,6,118,200,FALSE,200
1427,"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
1428,"Dairy, Bread & Batter",Amul Safed Makkhan,235,1,6,232,500,FALSE,500
1429,"Dairy, Bread & Batter",Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200
1430,"Dairy, Bread & Batter",Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
1431,"Dairy, Bread & Batter",Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
1432,"Dairy, Bread & Batter",Laughing Cow Cheese 8 Portion 120Gm Imported,110,0,6,110,120,FALSE,120
1433,"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Sweetened & Crunchy,215,20,6,172,325,FALSE,325
1434,"Dairy, Bread & Batter",Go Processed Cheese Block,125,4,6,119,200,FALSE,200
1435,"Dairy, Bread & Batter",Go Cheese Processed Block,249,4,6,237,400,FALSE,400
1436,"Dairy, Bread & Batter",RRO Goat Milk Fetta Cheee,345,31,6,237,100,FALSE,100
1437,"Dairy, Bread & Batter",RRO Mascarpone Cheese,355,50,6,177,200,FALSE,200
1438,"Dairy, Bread & Batter",D'lecta Cheddar Cheese,199,5,6,189,200,FALSE,200
1439,"Dairy, Bread & Batter",Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
1440,"Dairy, Bread & Batter",Pantai Coconut Milk,150,0,4,150,400,FALSE,400
1441,"Dairy, Bread & Batter",Dlecta Cheese Block,145,0,6,145,200,FALSE,200
1442,"Dairy, Bread & Batter",President Butter - Salted,54,0,6,54,100,FALSE,100
1443,"Dairy, Bread & Batter",The Laughing Cow Plain Processed Cheese Block,150,0,6,150,200,FALSE,200
1444,"Dairy, Bread & Batter",Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
1445,"Dairy, Bread & Batter",The Laughing Cow Cheese Spread Plain,110,0,6,110,180,FALSE,180
1446,"Dairy, Bread & Batter",Amul Malai Paneer Fresh ,76,3,0,73,200,TRUE,200
1447,"Dairy, Bread & Batter",Amul Taaza Toned Homogenised Milk,66,3,0,64,1000,TRUE,1
1448,"Dairy, Bread & Batter",Amul Fresh Cream,63,0,0,63,250,TRUE,250
1449,"Dairy, Bread & Batter",Amul Lactose Free Milk,25,4,0,24,250,TRUE,250
1450,"Dairy, Bread & Batter",The Bake Shop Whole Wheat Bread,40,0,0,40,400,TRUE,400
1451,"Dairy, Bread & Batter",Amul Slim Trim Skimmed Milk,75,0,0,75,1000,TRUE,1
1452,"Dairy, Bread & Batter",Amul Cheese Slices,71,1,0,70,100,TRUE,100
1453,"Dairy, Bread & Batter",Amul Pizza Cheese - Mozzarella,100,1,0,99,200,TRUE,200
1454,"Dairy, Bread & Batter",The Bake Shop Pizza Base Whole Wheat,30,0,0,30,150,TRUE,150
1455,"Dairy, Bread & Batter",Nestle A+ Slim Dahi - Low Fat,78,3,0,75,400,TRUE,400
1456,"Dairy, Bread & Batter",Britannia Cheese Garlic Bread,35,0,0,35,300,TRUE,300
1457,"Dairy, Bread & Batter",The Bake Shop Whole Wheat Ladi Pav,40,0,0,40,200,TRUE,200
1458,"Dairy, Bread & Batter",Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200
1459,"Dairy, Bread & Batter",Britannia Atta Kulcha,30,0,0,30,250,TRUE,250
1460,"Dairy, Bread & Batter",Suguna Nourish Egg,62,0,0,62,696,TRUE,12
1461,"Dairy, Bread & Batter",The Bake Shop Multi Grain Bread,65,0,0,65,400,TRUE,400
1462,"Dairy, Bread & Batter",Nestle A+ Slim Milk,89,0,0,89,1000,TRUE,1
1463,"Dairy, Bread & Batter",Go Cheese Pizza Blend Mozzarella + Cheddar,125,5,0,118,200,TRUE,200
1464,"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Unsweetened & Crunchy,185,20,0,148,325,TRUE,325
1465,"Dairy, Bread & Batter",Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200
1466,"Dairy, Bread & Batter",The Bake Shop Burger Buns,20,0,0,20,100,TRUE,100
1467,"Dairy, Bread & Batter",D'lecta Shredded Mozzarella Cheese,100,5,0,95,140,TRUE,140
1468,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,30,0,0,30,200,TRUE,200
1469,"Dairy, Bread & Batter",Suguna Vitamin D Egg,75,17,0,62,348,TRUE,6
1470,"Dairy, Bread & Batter",Pillsbury Pancake Mix - Funfetti,99,11,0,88,162,TRUE,162
1471,"Dairy, Bread & Batter",Prabhat Malai Paneer Pouch,80,0,0,80,200,TRUE,200
1472,"Dairy, Bread & Batter",Suguna Nourish Egg ,72,16,0,60,348,TRUE,6
1473,"Dairy, Bread & Batter",RRO Mozzarella Block Cheese,295,50,0,147,200,TRUE,200
1474,Beverages,Mother Dairy Toned Milk Pouch,25,0,4,25,500,FALSE,500
1475,Beverages,Mother Dairy Classic Curd,30,3,6,29,400,FALSE,400
1476,Beverages,Mother Dairy Ultra Full Cream Milk,31,0,4,31,500,FALSE,500
1477,Beverages,Amul Butter - Pasteurised,50,2,6,49,100,FALSE,100
1478,Beverages,Britannia Sandwich White Bread,33,0,4,33,350,FALSE,350
1479,Beverages,iD Curd Pouch,35,2,6,34,400,FALSE,400
1480,Beverages,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
1481,Beverages,Britannia 100% Whole Wheat Bread,45,0,4,45,450,FALSE,450
1482,Beverages,Britannia Healthy Slice Sandwich Bread,40,0,4,40,450,FALSE,450
1483,Beverages,Gowardhan Classic Block Fresh Paneer,89,8,6,81,200,FALSE,200
1484,Beverages,Amul Processed Cheese Cubes,106,4,6,101,200,FALSE,200
1485,Beverages,Britannia Pav,22,0,4,22,250,FALSE,250
1486,Beverages,Amul Butter - Pasteurised,245,2,6,240,500,FALSE,500
1487,Beverages,Arden Eggs White,97,0,4,97,696,FALSE,12
1488,Beverages,Arden Eggs White,65,15,4,55,348,FALSE,6
1489,Beverages,Nestle A+ Nourish Dahi,35,2,6,34,200,FALSE,200
1490,Beverages,Britannia Burger Bun with Sesame Seed,15,0,4,15,100,FALSE,100
1491,Beverages,Amul Frozen Malai Paneer,75,2,6,73,200,FALSE,200
1492,Beverages,iD Natural Paneer,105,5,6,99,200,FALSE,200
1493,Beverages,Britannia Fruit Bun,17,0,3,17,100,FALSE,100
1494,Beverages,Amul Cheese - Processed Slices,122,1,6,120,200,FALSE,200
1496,Beverages,The Bake Shop Premium White Sandwich Bread,30,0,1,30,400,FALSE,400
1497,Beverages,Britannia Multigrain Bread ,55,0,4,55,400,FALSE,400
1498,Beverages,Amul Processed Cheese Block,106,0,6,106,200,FALSE,200
1499,Beverages,Nestle A+ Nourish Dahi,70,2,6,68,400,FALSE,400
1500,Beverages,Arden Eggs Brown,85,7,4,79,348,FALSE,6
1501,Beverages,Epigamia Misti Doi,30,0,6,30,85,FALSE,85
1502,Beverages,Amul Cheese - Block,245,2,6,240,500,FALSE,500
1503,Beverages,Amul Butter - Pasteurised (School Pack),59,3,6,57,100,FALSE,100
1504,Beverages,Britannia Brown Bread ,42,0,4,42,400,FALSE,400
1505,Beverages,Amul Fresh Cream,197,3,3,191,1000,FALSE,1
1506,Beverages,Epigamia Natural Greek Yogurt,45,0,6,45,90,FALSE,90
1507,Beverages,The Bake Shop Pizza Base,30,0,1,30,150,FALSE,150
1508,Beverages,Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100
1509,Beverages,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
1510,Beverages,Nestle A+ Actiplus Probiotic Dahi Plain Curd,78,3,5,75,400,FALSE,400
1511,Beverages,Bio Nutrients Pure Diet Tofu Gold ,60,5,5,57,200,FALSE,200
1512,Beverages,Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500
1513,Beverages,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
1514,Beverages,Arden Desi Eggs,110,13,4,95,348,FALSE,6
1515,Beverages,Amul Cheese - Pepper,85,3,6,82,200,FALSE,200
1516,Beverages,Amul Cheese Spread Creamy,85,5,6,80,180,FALSE,180
1517,Beverages,The Bake Shop Foot Long,40,0,1,40,200,FALSE,200
1518,Beverages,Amul Cheese Slices,360,0,1,359,750,FALSE,750
1519,Beverages,Suguna Sharp Egg ,72,13,3,62,348,FALSE,6
1520,Beverages,Amul Cheese Sauce Mexican Salsa,75,4,1,72,200,FALSE,200
1521,Beverages,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
1522,Beverages,Amul Pizza Cheese Processed,109,4,6,104,200,FALSE,200
1523,Beverages,Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500
1524,Beverages,Amul Lite Spread,40,2,5,39,100,FALSE,100
1525,Beverages,Go Cheese Slice - Plain,140,5,6,133,200,FALSE,200
1526,Beverages,Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165
1527,Beverages,RRO Sour Cream,275,50,4,137,200,FALSE,200
1528,Beverages,D'lecta Natural Feta Cheese Block,100,5,4,95,100,FALSE,100
1529,Beverages,Suguna Active - DHA,72,13,4,62,348,FALSE,6
1530,Beverages,Go Cheese Processed Angles Plain,100,5,6,95,160,FALSE,160
1531,Beverages,Epigamia Greek Yogurt - Natural,200,0,1,200,400,FALSE,400
1532,Beverages,Amul Unsalted Cooking Butter,245,2,6,238,500,FALSE,500
1533,Beverages,The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325
1534,Beverages,The Laughing Cow Cheese Slices,155,0,2,155,200,FALSE,200
1535,Beverages,Epigamia Almond Milk Unsweetened Dairy Free,300,33,4,199,1000,FALSE,1
1536,Beverages,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
1537,Beverages,So Good Almond Milk - Natural Unsweetened,70,0,4,70,200,FALSE,200
1538,Beverages,Amul Cheese Sauce Jalapeno,75,0,5,75,200,FALSE,200
1539,Beverages,D'lecta Cream Cheese,169,4,4,161,150,FALSE,150
1540,Beverages,Dlecta Natural Cheddar Slices,199,5,6,189,200,FALSE,200
1541,Beverages,Suguna Heart- Omega3,72,13,4,62,348,FALSE,6
1542,Beverages,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200
1543,Beverages,Go Pizza Cheese,140,5,6,133,200,FALSE,200
1544,Beverages,RRO Cheddar Block Cheese,295,50,6,147,200,FALSE,200
1545,Beverages,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,215,9,6,194,325,FALSE,325
1546,Beverages,Suguna Fit Egg,120,43,4,68,348,FALSE,6
1547,Beverages,Pantai Coconut Cream,150,4,4,143,400,FALSE,400
1548,Beverages,RRO Fresh Ricotta,275,50,6,137,200,FALSE,200
1549,Beverages,Dlecta Cheese Cubes 2,145,5,6,137,200,FALSE,200
1550,Beverages,RRO Mozzarella Pizza Cheese,275,50,6,137,200,FALSE,200
1551,Beverages,The Laughing Cow Cheese Cubes,150,0,4,150,200,FALSE,200
1552,Beverages,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
1553,Beverages,RRO Burrata Cheese,250,50,4,125,200,FALSE,200
1554,Beverages,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235,20,5,188,325,FALSE,325
1555,Beverages,Go Cheese Processed Squares,125,5,6,118,200,FALSE,200
1556,Beverages,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
1557,Beverages,Amul Safed Makkhan,235,1,6,232,500,FALSE,500
1558,Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),99,5,6,94,200,FALSE,200
1559,Beverages,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
1560,Beverages,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
1561,Beverages,Laughing Cow Cheese 8 Portion 120Gm Imported,110,0,6,110,120,FALSE,120
1562,Beverages,The Whole Truth Peanut Butter - Sweetened & Crunchy,215,20,6,172,325,FALSE,325
1563,Beverages,Go Processed Cheese Block,125,4,6,119,200,FALSE,200
1564,Beverages,Go Cheese Processed Block,249,4,6,237,400,FALSE,400
1565,Beverages,RRO Goat Milk Fetta Cheee,345,31,6,237,100,FALSE,100
1566,Beverages,RRO Mascarpone Cheese,355,50,6,177,200,FALSE,200
1567,Beverages,D'lecta Cheddar Cheese,199,5,6,189,200,FALSE,200
1568,Beverages,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
1569,Beverages,Pantai Coconut Milk,150,0,4,150,400,FALSE,400
1570,Beverages,Dlecta Cheese Block,145,0,6,145,200,FALSE,200
1571,Beverages,President Butter - Salted,54,0,6,54,100,FALSE,100
1572,Beverages,The Laughing Cow Plain Processed Cheese Block,150,0,6,150,200,FALSE,200
1573,Beverages,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
1574,Beverages,The Laughing Cow Cheese Spread Plain,110,0,6,110,180,FALSE,180
1575,Beverages,Amul Malai Paneer Fresh ,76,3,0,73,200,TRUE,200
1576,Beverages,Amul Taaza Toned Homogenised Milk,66,3,0,64,1000,TRUE,1
1577,Beverages,Amul Fresh Cream,63,0,0,63,250,TRUE,250
1578,Beverages,Amul Lactose Free Milk,25,4,0,24,250,TRUE,250
1579,Beverages,The Bake Shop Whole Wheat Bread,40,0,0,40,400,TRUE,400
1580,Beverages,Amul Slim Trim Skimmed Milk,75,0,0,75,1000,TRUE,1
1581,Beverages,Amul Cheese Slices,71,1,0,70,100,TRUE,100
1582,Beverages,Amul Pizza Cheese - Mozzarella,100,1,0,99,200,TRUE,200
1583,Beverages,The Bake Shop Pizza Base Whole Wheat,30,0,0,30,150,TRUE,150
1584,Beverages,Nestle A+ Slim Dahi - Low Fat,78,3,0,75,400,TRUE,400
1585,Beverages,Britannia Cheese Garlic Bread,35,0,0,35,300,TRUE,300
1586,Beverages,The Bake Shop Whole Wheat Ladi Pav,40,0,0,40,200,TRUE,200
1587,Beverages,Amul Cheese Spread Yummy Plain,85,0,0,85,200,TRUE,200
1588,Beverages,Britannia Atta Kulcha,30,0,0,30,250,TRUE,250
1589,Beverages,Suguna Nourish Egg,62,0,0,62,696,TRUE,12
1590,Beverages,The Bake Shop Multi Grain Bread,65,0,0,65,400,TRUE,400
1591,Beverages,Nestle A+ Slim Milk,89,0,0,89,1000,TRUE,1
1592,Beverages,Go Cheese Pizza Blend Mozzarella + Cheddar,125,5,0,118,200,TRUE,200
1593,Beverages,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185,20,0,148,325,TRUE,325
1594,Beverages,Amul Cheese Spread Spicy Garlic,85,3,0,82,200,TRUE,200
1595,Beverages,The Bake Shop Burger Buns,20,0,0,20,100,TRUE,100
1596,Beverages,D'lecta Shredded Mozzarella Cheese,100,5,0,95,140,TRUE,140
1597,Beverages,Britannia Burger Bun with Sesame Seed,30,0,0,30,200,TRUE,200
1598,Beverages,Suguna Vitamin D Egg,75,17,0,62,348,TRUE,6
1599,Beverages,Pillsbury Pancake Mix - Funfetti,99,11,0,88,162,TRUE,162
1600,Beverages,Prabhat Malai Paneer Pouch,80,0,0,80,200,TRUE,200
1601,Beverages,Suguna Nourish Egg ,72,16,0,60,348,TRUE,6
1602,Beverages,RRO Mozzarella Block Cheese,295,50,0,147,200,TRUE,200
1603,Packaged Food,Maggi 2 Minute Masala Noodles,12,0,6,12,70,FALSE,70
1604,Packaged Food,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
1605,Packaged Food,iD Malabar Parota ,80,10,4,72,400,FALSE,400
1606,Packaged Food,iD Wheat Lachha Paratha,80,12,6,70,400,FALSE,400
1607,Packaged Food,McCain Aloo Tikki,110,4,6,105,400,FALSE,400
1608,Packaged Food,McCain Smiles Cripsy Happy Potatoes,120,5,6,114,415,FALSE,415
1609,Packaged Food,McCain Veggie Burger Patty,115,3,6,111,360,FALSE,360
1610,Packaged Food,McCain Veggie Fingers,117,5,6,111,400,FALSE,400
1611,Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100
1612,Packaged Food,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,35,2,2,34,85,FALSE,85
1613,Packaged Food,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125,5,1,118,420,FALSE,420
1614,Packaged Food,Ching's Secret Instant Hot Garlic Noodles,15,0,3,15,60,FALSE,60
1615,Packaged Food,Veeba Eggless Mayonnaise,79,11,5,70,250,FALSE,250
1616,Packaged Food,Ching's Secret Instant Schezwan Noodles,15,0,6,15,60,FALSE,60
1617,Packaged Food,Veeba Pasta And Pizza Sauce,75,13,5,65,280,FALSE,280
1618,Packaged Food,Top Ramen  Noodles Curry Veg Pouch,20,0,1,20,70,FALSE,70
1619,Packaged Food,Saffola Veggie Twist Masala Oats,15,0,6,15,38,FALSE,38
1620,Packaged Food,Unibic Almond & Oats Protein Bar,40,17,4,33,30,FALSE,30
1621,Packaged Food,Quaker Oats,79,0,2,79,400,FALSE,400
1622,Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500
1623,Packaged Food,McCain French Fries,120,5,1,114,420,FALSE,420
1624,Packaged Food,Ching's Secret Manchow Instant Soup,10,0,1,10,15,FALSE,15
1625,Packaged Food,McCain Potato Cheese Shotz,130,4,6,124,250,FALSE,250
1626,Packaged Food,McCain Masala - Fries,120,5,3,114,375,FALSE,375
1627,Packaged Food,Ching's Secret Schezwan Fried Rice Masala,15,0,6,15,20,FALSE,20
1628,Packaged Food,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,118,240,FALSE,240
1629,Packaged Food,McCain Chilli Cheesy Nuggets,130,4,1,124,250,FALSE,250
1630,Packaged Food,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",430,10,6,387,1200,FALSE,1
